,size,phrase
es_gsd-ud-train_12837.graphml,22,"Hay bandas horizontales talladas en bajorrelieve en la que se pueden ver figuras humanas, de animales y de criaturas monstruosas."
es_gsd-ud-train_8330.graphml,10,Su actual equipo es el Club Deportivo Estela Santander.
es_gsd-ud-train_9752.graphml,32,"Otros ocultistas, sin embargo, consideran que esta visión es reduccionista y simplista y que la Mano Izquierda no necesariamente es sinónimo de una conducta inmoral, antiética o maligna."
es_gsd-ud-train_3287.graphml,36,"En 1947, cuando aún era alumno obtuvo el Premio nacional Duncker Lavalle por su obra Canción y muerte de Rolando para voz y orquesta, sobe un texto del poeta Jorge Eduardo Eielson."
es_gsd-ud-train_8258.graphml,31,"El FC Alania - d Vladikavkaz es un club de fútbol ruso de la ciudad de Vladikavkaz, fundado en 2011 como el equipo filial del FC Alania Vladikavkaz."
es_gsd-ud-train_7832.graphml,40,"En este programa también participan con show individual, donde interpretan el medley de los temas ""Rosa del Pilar / Mándame quitar la vida / Por amor a las joyas"", junto a María Ester Zamora."
es_gsd-ud-train_8320.graphml,50,"Lo acordado en el tratado fue notificado al Papa Inocencio III, al tiempo que le fue solicitado que nombrase a los arzobispos de Santiago de Compostela y de Toledo ejecutores de las penas establecidas para los que violasen el acuerdo de paz sellado entre ambos reinos."
es_gsd-ud-train_12827.graphml,40,"Las rectas estaban parcialmente cubiertas de vegetación hasta que a principios de 2009 se realizó una operación de limpieza, lo que permite en la actualidad dar vueltas completas al circuito con automóviles bajo permiso del propietario."
es_gsd-ud-train_9424.graphml,14,El resto del recorrido ya estaba pavimentado en la década de 1970.
es_gsd-ud-train_1791.graphml,43,"Según la Oficina del Censo de los Estados Unidos, Ludlow Falls tiene una superficie total de 0.46 km², de la cual 0.46 km² corresponden a tierra firme y (0 %) 0 km² es agua."
es_gsd-ud-train_11943.graphml,21,"El 99 % de los clientes de Aguas Cordobesas paga, tras el último aumento, 1,25 pesos por día."
es_gsd-ud-train_3868.graphml,29,Me saqué el teórico en 20 días asistiendo a clase (muy bueno el profesor) y el prático con 25 clases sin haber cogido nunca un coche.
es_gsd-ud-train_2583.graphml,20,"En el mes de abril de 2011, Jordan dió a conocer su primer single de su tercer album."
es_gsd-ud-train_8056.graphml,5,Margaret y Mary Anne.
es_gsd-ud-train_3089.graphml,35,"El municipio de Nuevo Colón, fundado en el año de 1538 por el español Gonzalo Suárez Rendon, elevado a municipio el 6 de mayo de 1783, con el nombre de Cherivi;"
es_gsd-ud-train_4956.graphml,12,Se otorgó una subvención de trescientos pesos agregada al presupuesto.
es_gsd-ud-train_3910.graphml,19,Es por eso que nos proponemos llevar estas quejas a los organismos e instituciones relacionadas con la educación.
es_gsd-ud-train_1781.graphml,15,Debido a esta división se crearon los municipios de San Miguel y Malvinas Argentinas.
es_gsd-ud-train_11953.graphml,22,En la actualidad las actividades de investigación y docencia son realizadas casi por completo en el ámbito de la Universidad Favaloro.
es_gsd-ud-train_3878.graphml,41,"A mediados de sus estudios, conoce a Ken Kitamura (conocido como ken), quien se convierte en su senpai y lo guía para que se especialice en tocar y dominar el bajo, y luego tocar juntos."
es_gsd-ud-train_9434.graphml,64,"Es evidente que las ultimas acciones de De Vido, Moreno y demás funcionarios, generadas en la mente de Néstor Kirchner no hacen mas que restarle votos al oficialismo, pero los K han decidido sacrificar un periodo presidencial con la consigna de arrasar con sus opositores políticos y mediáticos creyendo que como el ave fénix renacerán de sus cenizas."
es_gsd-ud-train_3900.graphml,43,"La compañía aérea Alitalia se ha unido al programa BlueBiz de Air France y KLM, un programa que permite ofrecer mayores ventajas a las pequeñas y medianas empresas, y dedicado exclusivamente a los negocios, independientemente de su tamaño."
es_gsd-ud-train_2593.graphml,18,Sigue la Ruta es el nuevo disco que sale a la luz en Enero del 2011.
es_gsd-ud-train_8046.graphml,31,"Además, habrá una competición de aguas abiertas, que constará de cinco kilómetros y que se celebrará en el lago E3 Strand de Eersel, una pequeña localidad cercana."
es_gsd-ud-train_4946.graphml,18,El municipio en la actualidad tiene a su suscripción de 44 a 72 veredas y 36 corregimientos.
es_gsd-ud-train_3099.graphml,20,"Comentábamos que el trato ha sido casi como en un hotel familiar, a pesar de ser bastante grande."
es_gsd-ud-train_6182.graphml,20,Puedes entrar dentro del recinto de juego y ver como disfrutan los niños sin restricciones a los mayores.
es_gsd-ud-train_9271.graphml,28,"No obstante, consideró que ""parecería que hasta el momento las negociaciones siguen trabadas y no se lograría llegar a un acuerdo sobre incremento salarial""."
es_gsd-ud-train_13976.graphml,38,Añade un nuevo formato de competición introduciendo el día de carrera donde se recogen varias modalidades de carrera en un mismo evento el jugador debe participar en distintas carreras para sumar puntos y así superar el evento.
es_gsd-ud-train_10385.graphml,9,"Nació en Santiago, en el año 1849."
es_gsd-ud-train_383.graphml,75,"Durante el procedimiento de evaluación de impacto ambiental, en escrito del 6 de abril de 2010, la Dirección General de Calidad y Evaluación Ambiental solicitó a la CHE que evaluase una serie de alternativas, que no solo no fueron evaluadas por el promotor, sino que además, son viables y con un menor coste económico y ambiental, como demuestran los informes presentados por las ONG y los científicos."
es_gsd-ud-train_7488.graphml,39,Queríamos ir un grupo de 8 personas - por lo que cabríamos en la casa grande - pero la dueña de la casa nos dijo que para hacer uso de la piscina teníamos que alquilar las dos casas.
es_gsd-ud-train_8603.graphml,49,"El elemento esencial del ensayo es la existencia de un grupo de comparación o grupo de control, que permite probar si la nueva intervención (por ejemplo un nuevo fármaco) es mejor o no que las ya existentes o que no intervenir (placebo)."
es_gsd-ud-train_1925.graphml,42,"Según la Oficina del Censo de los Estados Unidos, Lefors tiene una superficie total de 1.01 km², de la cual 1.01 km² corresponden a tierra firme y (0 %) 0 km² es agua."
es_gsd-ud-train_9309.graphml,12,Fue entonces cuando un muchacho de barba entró con un papel.
es_gsd-ud-train_6963.graphml,20,Hypsibarbus suvattii es una especie de peces de la familia de los Cyprinidae en el orden de los Cypriniformes.
es_gsd-ud-train_5390.graphml,16,Pero la gran variedad de dietas de estos animales configura estructuras anatómicas con notables diferencias.
es_gsd-ud-train_13197.graphml,3,Cauce Editorial.
es_gsd-ud-train_6192.graphml,27,"Mark Bridge ha jugado para el equipo sub - 20 australiano, con el jugó nueve partidos en los que anotó la misma cantidad de goles."
es_gsd-ud-train_393.graphml,13,"Su hermano (1842-1913) también fue pianista, organista y compositor;"
es_gsd-ud-train_7498.graphml,35,Divide al taxón en dos extensas clases: Liliopsida (cuya circunscripción coincide con lo que conocemos como monocotiledóneas) y Magnoliopsida (cuya circunscripción coincide con lo que conocemos como dicotiledóneas).
es_gsd-ud-train_13966.graphml,8,Realizó sus estudios en Rusia e Israel.
es_gsd-ud-train_9261.graphml,16,"La llamaban ""Tana"" o ""Alicia"" y a él ""Chacho""."
es_gsd-ud-train_10395.graphml,12,"Las principales ciudades ordenadas por población, provincia y región son:"
es_gsd-ud-train_6973.graphml,37,"El museo que homenajea al legendario líder de los Beatles que su viuda Yoko Ono instaló en Tokio cerrará sus puertas este año, en el mes de septiembre, tras diez años de existencia."
es_gsd-ud-train_5380.graphml,34,"Después de este primer contacto, amigos, parientes, conocidos y desconocidos querían poseer una LOMO, por lo que se empezaron a importar del antiguo bloque soviético de forma clandestina."
es_gsd-ud-train_13187.graphml,42,"Aunque la advocación de la iglesia aparece en los documentos como de La Asunción, el pueblo celebra tradicionalmente su fiesta mayor el día de la Virgen de la Merced, de la cual también existe una imagen en la iglesia."
es_gsd-ud-train_8613.graphml,37,"En 2007 participó en la Colección Otoño / Invierno de Giorgio Armani en París y más tarde obtuvo el mismo título de ""Top Model del Año"" por la New Silk Road modeling agency."
es_gsd-ud-train_1935.graphml,15,Una estrella PMS aparecerá más «hinchada» que una estrella de secuencia principal.
es_gsd-ud-train_9319.graphml,16,"Su primera novela gráfica, Mi culo es la revolución, esta pendiente de publicación."
es_gsd-ud-train_13603.graphml,21,"Un alfanumérico círcular o alfanumérico cerrado (por ejemplo, Ⓣ) es un símbolo tipográfico dentro de un círculo."
es_gsd-ud-train_1728.graphml,24,Luego se uniría a Shiryu y Seiya para tratar de destruir con todas las armas de la armadura de Libra el Soporte Principal.
es_gsd-ud-train_12309.graphml,22,A partir de 1990 educo historia en el Gymnasium Paul - Himmelfarb en Jerusalén y entre 1986 y 1989 historia judía.
es_gsd-ud-train_5404.graphml,44,"El parte policial refiere que la detención ocurrió ayer, aunque no se precisa el lugar y la hora, aunque las fuerzas federales indicaron que este agente estaba en activo para la corporación policiaca de la Procuraduría General de Justicia de Guerrero."
es_gsd-ud-train_4897.graphml,17,"Alrededor del 14,9 % de la población estaban por debajo del umbral de pobreza."
es_gsd-ud-train_7264.graphml,14,"""Todos tienen gente buena, pero también algunos indeseables"", añadió."
es_gsd-ud-train_3148.graphml,41,"Denis Hale Johnson (nacido en 1949) es un escritor estadounidense conocido por su colección de relatos Jesus 'Son (1992) y su novela Árbol de humo (2007), ganadora del National Book Award."
es_gsd-ud-train_10569.graphml,18,"En ese mismo periodo, el velocista abanicó a 279 oponentes en 207 2 / 3 entradas."
es_gsd-ud-train_2442.graphml,34,"Por otra parte señalar que sí puntua el conocimiento del francés, inglés o alemán, como lenguas de trabajo de la Unión Europea (se aplica en las tres zonas)."
es_gsd-ud-train_8197.graphml,15,Los integrantes de Loyola Records mantienen su anonimato bajo el nombre colectivo Arturo Cariceo.
es_gsd-ud-train_11063.graphml,25,"Se convierte en la líder del equipo, que comienza a vivir en la torre del reloj haciendo diferentes tipos de trabajos."
es_gsd-ud-train_4076.graphml,12,Eucteanus marseuli es una especie de coleóptero de la familia Endomychidae.
es_gsd-ud-train_1650.graphml,4,Habita en Vietnam.
es_gsd-ud-train_11882.graphml,22,"Esta reputación mejoró aún más después del lanzamiento de Somewhere Along the Highway en 2006, otro álbum bien recibido."
es_gsd-ud-train_12271.graphml,33,"La banda americana Bad Religion pondrá punto final a su gira europea en Vigo, ciudad a la que acudirá el próximo domingo para dar su único concierto en España y Portugal."
es_gsd-ud-train_8976.graphml,61,"-- Los veracruzanos hemos puesto en marcha el mayor esfuerzo en nuestra historia para lograr que cada comunidad y cada familia, pueda vivir dignamente, comentó el gobernador Javier Duarte de Ochoa al asistir, acompañado de su esposa, la señora Karime Macías de Duarte, a inaugurar las Jornadas del Programa Adelante en esta municipalidad."
es_gsd-ud-train_3030.graphml,7,Al año siguiente fueron a Escocia.
es_gsd-ud-train_10411.graphml,30,"El Defensor del Pueblo va a defender al pueblo, va a defender al Estado frente a las conspiraciones de algunos grupos que quieren dividir Bolivia."
es_gsd-ud-train_417.graphml,68,"Gravestone puede realzarse mas si se inyecta stimulii, como electricidad, el cual sobrecarga sus sistema explotando sus músculos y apagando sus funciones cognoscitivas, cuando se sobrecarga es virtualmente imparable, y es mejor evitarlo, cual, siendo que él fue mejorado en velocidad y destreza, es una bestia y en mayor parte de los casos fatal como el Dr. Nagata."
es_gsd-ud-train_6616.graphml,5,Come plantas y animales.
es_gsd-ud-train_3158.graphml,4,Habita en Brasil.
es_gsd-ud-train_10579.graphml,11,La reestructuración comenzó el lunes 18 de enero de 2010.
es_gsd-ud-train_4887.graphml,15,"En su mayoría, WOFF contiene tipografías TTF con compresión, además de metadatos."
es_gsd-ud-train_7274.graphml,17,Fue uno de los miembros fundadores junto con Raymond Murray Schaffer del World Soundscape Project.
es_gsd-ud-train_2452.graphml,13,En esa reunión el comandante de la Armada fue la voz cantante.
es_gsd-ud-train_8187.graphml,22,El día anterior había llovido y tuvieron que esforzarse para mover sus caballos y camellos por la colina de Aqanqal.
es_gsd-ud-train_11073.graphml,37,"Las competiciones de barco - dragón están profundamente enraizadas en las milenarias tradiciones chinas, y originalmente se celebran en el 5 día del 5 mes del calendario chino, que corresponde a junio."
es_gsd-ud-train_13613.graphml,40,"Hasta el momento se han becado 131 niños, con un importe total de 16.405 euros, y en los próximos días está previsto que se incorporen otros 68 expedientes, por un importe que superará los 9.000 euros."
es_gsd-ud-train_5414.graphml,18,Es un chip sintetizador / generador de efectos de sonido compatible con la familia de microprocesadores 65XX.
